Time	Magnets_Z	Extension	dx	dy	z0	x0	y0	Piezo_pstn	Magnets_Moving	turns
sec	mm	nm	nm	nm	nm	nm	nm	y/n	 
210.974	-10.480	228.094	4.192	34.208	-88.281	11652.100	10116.100	10.399	0.000	-0.000
210.984	-10.480	233.002	20.384	39.788	-91.181	11651.303	10121.993	10.399	0.000	-0.000
210.993	-10.480	227.361	14.163	45.441	-97.397	11653.581	10120.420	10.399	0.000	-0.000
211.003	-10.480	242.600	22.814	35.296	-101.757	11652.122	10117.300	10.399	0.000	-0.000
211.013	-10.480	235.264	20.689	33.157	-95.618	11651.685	10118.193	10.399	0.000	-0.000
211.024	-10.480	234.764	1.276	41.296	-89.373	11653.948	10118.121	10.399	0.000	-0.000
211.034	-10.480	231.022	9.882	42.301	-90.572	11652.291	10120.251	10.399	0.000	-0.000
211.043	-10.480	242.377	18.941	33.215	-100.539	11651.655	10122.094	10.399	0.000	-0.000
211.053	-10.480	235.762	-1.589	37.912	-89.862	11653.201	10118.583	10.399	0.000	-0.000
211.063	-10.480	233.071	-11.377	39.824	-85.934	11652.125	10121.507	10.399	0.000	-0.000
211.073	-10.480	243.477	8.813	40.247	-98.504	11650.422	10117.830	10.399	0.000	-0.000
211.083	-10.480	231.010	12.156	33.319	-89.907	11652.120	10121.380	10.399	0.000	-0.000
211.093	-10.480	240.464	15.619	40.933	-100.507	11656.695	10118.524	10.399	0.000	-0.000
211.103	-10.480	241.813	13.321	40.058	-97.283	11652.272	10122.193	10.399	0.000	-0.000
211.113	-10.480	230.278	-0.450	41.709	-89.182	11651.487	10119.397	10.399	0.000	-0.000
211.122	-10.480	238.954	22.407	36.705	-97.948	11652.553	10120.944	10.399	0.000	-0.000
211.132	-10.480	246.740	16.946	41.989	-99.897	11653.479	10116.803	10.399	0.000	-0.000
211.142	-10.480	240.735	18.073	33.832	-97.670	11652.214	10121.441	10.399	0.000	-0.000
211.153	-10.480	236.610	27.624	28.622	-95.662	11650.792	10123.632	10.399	0.000	-0.000
211.162	-10.480	238.267	7.038	36.810	-100.908	11654.242	10120.728	10.399	0.000	-0.000
211.172	-10.480	223.505	28.058	36.505	-89.296	11651.222	10121.956	10.399	0.000	-0.000
211.182	-10.480	238.679	9.789	39.169	-98.297	11653.597	10120.943	10.394	0.000	-0.000
211.192	-10.480	235.050	24.549	40.480	-94.569	11653.647	10118.114	10.394	0.000	-0.000
211.202	-10.480	226.044	20.148	33.576	-87.726	11650.295	10119.615	10.394	0.000	-0.000
211.212	-10.480	227.242	29.279	33.878	-87.569	11648.477	10125.771	10.394	0.000	-0.000
211.222	-10.480	241.794	11.872	32.785	-104.844	11652.675	10117.938	10.394	0.000	-0.000
211.232	-10.480	243.263	11.791	40.216	-99.662	11653.164	10119.816	10.394	0.000	-0.000
211.242	-10.480	242.919	24.341	39.188	-96.877	11646.870	10116.413	10.394	0.000	-0.000
211.251	-10.480	242.371	12.478	41.882	-103.290	11649.149	10120.410	10.394	0.000	-0.000
211.261	-10.480	239.910	20.921	30.141	-104.060	11654.079	10121.045	10.394	0.000	-0.000
211.272	-10.480	240.977	20.445	27.091	-103.373	11652.624	10123.535	10.394	0.000	-0.000
211.282	-10.480	233.844	31.080	27.971	-95.132	11652.692	10120.818	10.394	0.000	-0.000
